Market Name,Store Name,Bin Location,Provider,Description,Part Number,Store Part ID,Part ID,UPC,Parts Quantity,Most Recent Cost,Weighted Average Cost,Last Ordered Date,Last Used Date,Days Since Last Interaction,Total Cost Store Parts
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR8,BULK - IMPACT SOCKET ALLEN,"IMPACT SOCKET 3/4"" DR X 55MM HEX",740-4955,1181605,5915111,0,3,$36.56,$36.56,2024-12-27,1899-12-31,53,$109.68
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR8,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 3/4"" DR X 20 MM STD",740-9420,1072831,130168,0,3,$8.00,$8.00,2024-12-29,1899-12-31,51,$24.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,RIDGID,"REAMER, EN 227S SS",29993,1225111,3831912,0,3,$49.55,$49.55,2025-02-04,1899-12-31,14,$148.65
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB20,CS UNITEC,"Wedge 3/4"" x 2"" x 7"" Aluminum Bronze Wedge Flange with Lanyard Hole",EX1101U-6A,1079433,5870679,0,3,$24.93,$24.93,2024-12-27,1899-12-31,53,$74.79
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB20,BULK - WRENCH COMBINATION NON-SPARKING,"COMBINATION WRENCH  1-1/8"" NON-SPARKING",744-6102,1114971,135729,0,3,$73.80,$73.80,2024-12-29,2024-12-27,53,$221.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,AMES,"PICK MATTOCK 5LB W/ 36"" HICKORY HANDLE",20182900,1224928,3840238,0,3,$30.82,$30.82,2025-02-04,1899-12-31,14,$92.46
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KF10,"BULK - SAFETY, SHORING, AND COMMUNICATION",FIRE EXTINGUISHER 2.5LB - 5LB,760-1002,1055924,89706,0,3,$17.58,$17.58,2024-12-31,2024-12-27,53,$52.74
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JB25,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1-1/2"" DR X 4-1/2"" STD",740-6408,838421,129950,0,3,$450.00,$389.79,2024-11-30,2024-08-30,172,"$1,169.36"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,MICHIGAN PNEUMATIC,"18"" Jumbo Chisels",JRB-18FC-USA,687097,54285,0,3,$22.50,$21.93,2025-02-04,2024-08-30,172,$65.79
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,RIDGID,"12R Die Head Dies 1/2"" NPT",37825,888902,2057228,0,3,$42.27,$42.27,2025-02-04,2024-08-30,172,$126.81
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,RIDGID,"12R Die Head Dies 3/4"" NPT",37830,1225127,2057229,0,3,$44.94,$44.94,2025-02-04,1899-12-31,14,$134.82
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,RIDGID,"12R Die Head Dies 2"" NPT",37850,1225112,2035425,0,3,$53.46,$53.46,2025-02-04,1899-12-31,14,$160.38
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BE20,LINCOLN ELECTRIC,Plasma Kit 375 Consumable Starter Kit for LC25,KP5346-1,1114584,640742,0,3,$152.24,$152.24,2024-12-29,2024-12-29,51,$456.72
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IE10,BULK - HAMMER WRENCH STRAIGHT,"HAMMER WRENCH  1-3/4"" STRAIGHT",744-1112,906083,135282,0,3,$19.35,$26.23,2024-12-27,2024-12-30,50,$78.69
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF25,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1-1/2"" DR X 1-3/4"" STD",740-6112,687088,129906,0,3,$33.00,$29.62,2024-12-27,2024-08-30,172,$88.86
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JA20,BULK - SOCKET ADAPTER,"IMPACT SOCKET ADAPTER #5 SPL F X 1-1/2"" M",744-9425,1061603,89638,0,3,$80.00,$83.96,2024-12-31,2024-12-27,53,$251.88
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE20,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1"" DR X 2"" DW",741-5200,684085,133595,0,3,$61.05,$54.38,2023-10-10,2024-12-27,53,$163.13
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,EAGLE TAPTEK,1GA EAGLE VP48 DRILL & TAP FLUID,EAGLE-VP48-1GA,1225417,3426018,0,3,$42.69,$42.69,2025-02-04,1899-12-31,14,$128.07
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1/2"" DR X 22 MM DW",741-9322,1181578,133884,0,3,$13.35,$13.35,2024-12-27,1899-12-31,53,$40.05
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB25,BULK - WRENCH COMBINATION NON-SPARKING,"COMBINATION WRENCH  1-1/16"" NON-SPARKING",744-6101,1137732,135728,0,3,$64.80,$64.80,2024-12-27,1899-12-31,53,$194.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,FRONT OFFICE,MILWAUKEE TOOL,M18™ Compact REDLITHIUM™ CP1.5 Battery,48-11-1815,1135121,4164580,0,3,$80.87,$80.87,2024-11-12,2024-12-27,53,$242.61
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,EC10,3M,WELD-O-VISTA KEVLAR EPDM SEAL HEAD HARNESS LG,S805438-02,838931,3991130,0,3,$480.15,$480.15,2024-09-05,2024-12-29,51,"$1,440.45"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,FRONT OFFICE,MILWAUKEE TOOL,MX FUEL™ REDLITHIUM™ XC406 Battery Pack,MXFXC406,1056944,3878600,45242533947,3,$649.00,$649.00,2024-12-27,1899-12-31,53,"$1,947.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1/2"" DR X 26 MM STD",740-9326,1069884,130151,0,2,$3.00,$3.00,2024-09-17,1899-12-31,154,$6.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,BULK - SOCKET ADAPTER,"IMPACT SOCKET ADAPTER 1"" F X 1-1/2"" M",744-9417,1013611,136027,0,2,$67.67,$53.57,2025-02-04,2024-08-30,172,$107.14
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,BULK - PIPE THREADER DIE HEAD,PIPE THREADER DIE HEAD 714,746-6452,1225329,137800,0,2,"$1,080.15","$1,080.15",2025-02-04,1899-12-31,14,"$2,160.31"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH  2-7/16""",744-5207,1224953,135658,0,2,$212.92,$212.92,2025-02-04,1899-12-31,14,$425.84
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1/2"" DR X 21 MM DW",741-9321,1181584,133883,0,2,$13.35,$13.35,2024-12-27,1899-12-31,53,$26.70
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DD15,IRONWEAR,FR RAINSUIT LIME 3X,9520FR-3XL,684602,3694207,607659952065,2,$29.95,$29.95,2024-12-30,2024-12-27,53,$59.90
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET #5 DR X 2-3/16"" STD",740-8203,1062795,130088,0,2,$105.39,$105.39,2024-11-30,1899-12-31,80,$210.79
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DC20,DUPONT,"Tychem® 4000 Coverall, Attached Hood and Sock, Elastic Wrists, Zipper, Storm Flap, White, 2X-Large -",SL122B-2XL EACH,889045,3998006,0,2,$19.65,$19.51,2024-12-27,2024-12-30,50,$39.03
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"3/4"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-224C,684029,641039,0,2,$43.63,$42.08,2025-02-04,2024-08-30,172,$84.16
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,GENERAL WORK PRODUCTS,1 X 520 THREAD SEAL TAPE-CASE OF 100,T1T520100 - CASE,1193306,3750871,0,2,$25.00,$25.00,2025-01-09,1899-12-31,40,$50.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IE10,BULK - HAMMER WRENCH STRAIGHT,"HAMMER WRENCH  1-7/16"" STRAIGHT",744-1107,906080,135277,0,2,$15.75,$60.26,2024-12-30,2024-12-27,53,$120.52
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF25,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1-1/2"" DR X 1-5/8"" STD",740-6110,687090,129904,0,2,$64.62,$28.83,2024-05-17,2024-08-30,172,$57.66
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-7/16""  DIAMETER HORNET TCT CARBIDE CUTTER-1"" DEPTH, INC PILOT PIN",9-1-146C,1225366,641032,0,2,$44.37,$44.37,2025-02-04,1899-12-31,14,$88.74
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC10,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  4-1/8"" OFFSET",744-2402,1073627,135411,0,2,$199.00,$199.00,2024-09-19,1899-12-31,152,$398.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB3DR2,EAGLE TAPTEK,"1/2"" 3 DRIVE CHUCK (P-CHUC-05)",CHUC-05,1055929,3864564,0,2,$43.88,$43.88,2024-09-04,1899-12-31,167,$87.76
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR8,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 36 MM DW",741-9436,1181591,133921,0,2,$17.26,$17.26,2024-12-27,1899-12-31,53,$34.52
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,ID10,BULK - HAND TOOLS RACHET,"RATCHET 1""",744-9705,684785,136090,0,2,$164.25,$188.96,2024-08-31,2024-12-27,53,$377.91
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,LB20,BULK - HAND TOOLS,WEDGE BANANA NON-SPARKING,745-6022,1028700,136883,0,2,$86.07,$71.69,2024-10-29,2024-12-31,49,$143.38
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1/2"" DR X 16 MM STD",740-9316,1069894,130141,0,2,$3.00,$3.00,2024-09-17,1899-12-31,154,$6.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,EAGLE TAPTEK,"1""-2"" NPT HSS UNIVERSAL PIPE DIES",BT-00034,1225132,2059162,0,2,$134.55,$134.55,2025-02-04,1899-12-31,14,$269.10
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1/2"" DR X 32 MM STD",740-9332,1069879,130157,0,2,$5.00,$5.00,2024-09-17,2024-12-27,53,$10.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-15/16"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-262C,1225373,641060,0,2,$70.00,$70.00,2025-02-04,1899-12-31,14,$140.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-3/4"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-256C,1225368,641057,0,2,$62.62,$62.62,2025-02-04,1899-12-31,14,$125.24
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,ENERPAC,"HF100, 1 Quart, HF Hydraulic Oil for Powered Pumps",HF100,684470,2250650,0,2,$26.62,$25.81,2025-01-17,2024-08-30,172,$51.62
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF20,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 7/16"" STD",740-5007,1070373,4273658,0,2,$10.00,$10.00,2024-09-17,1899-12-31,154,$20.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,EAGLE TAPTEK,1-1/8X12 OAL SDS MASONRY DRILL DELTA,SDS4350-11250-12-D,1225375,3977498,0,2,$33.22,$33.22,2025-02-04,1899-12-31,14,$66.44
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,GREENLEE,"RESALE ONLY - 1/2"" - 4"" Slug-Buster Ram Knockout and Hand Pump Hydraulic Driver Punch Kit",7310SB,1225131,3832116,0,2,"$1,513.89","$1,513.89",2025-02-04,1899-12-31,14,"$3,027.78"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-3/16"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-238C,1225387,641046,0,2,$47.12,$47.12,2025-02-04,1899-12-31,14,$94.24
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JC10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1/2"" DR X 20 MM DW",741-9320,1181585,133882,0,2,$13.35,$13.35,2024-12-27,1899-12-31,53,$26.70
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KA10,BULK - HAND TOOLS HAMMER,HAMMER SLEDGE STEEL 3 LB,745-1549,684662,136660,0,2,$14.46,$27.79,2023-10-10,2024-08-30,172,$55.57
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD25,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1-1/2"" DR X 2-15/16"" STD",740-6215,687073,129925,0,2,$77.00,$77.00,2024-09-17,2024-08-30,172,$154.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,LEJEUNE TOOL,"3/4"" Outer Socket",M920,1224963,51893,04953488041484,2,$86.19,$86.19,2025-02-04,1899-12-31,14,$172.38
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"5/8"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-220C,1225393,641036,0,2,$40.00,$40.00,2025-02-04,1899-12-31,14,$80.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-7/8"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-260C,1225370,641059,0,2,$70.00,$70.00,2025-02-04,1899-12-31,14,$140.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,SOUTHWIRE,"LIGHTS, STRING LED, 50' CORD",7164SW,1225099,139252,ABC123,2,$123.40,$123.40,2025-02-04,1899-12-31,14,$246.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD20,GENERAL WORK PRODUCTS,TOOL ATTACHMENT DRING 1X6.5 IN,DPDRING1L,684614,3692764,0,2,$1.00,$1.00,2024-12-27,2024-08-30,172,$2.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB3DR1,DEWALT,Black & Gold 10PC Drill Bit Set,DWA1180,1181540,5942931,0,2,$0.01,$0.01,2024-12-27,1899-12-31,53,$0.02
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KB20,"KENNEDY WIRE ROPE & SLING COMPANY, INC.","12"" X 20' TYPE EEF-2-912 POLYESTER TAPERED  FLAT EYE SLING 2 PLY",1300-01156,1115582,5909301,0,2,$255.00,$255.00,2024-12-27,2024-12-31,49,$510.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-7/16"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-246C,1225391,641052,0,2,$51.44,$51.44,2025-02-04,1899-12-31,14,$102.88
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-1/2"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-248C,1225392,641053,0,2,$51.44,$51.44,2025-02-04,1899-12-31,14,$102.88
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 3/4"" DR X 7/8""",744-9637,1181565,5324063,0,2,$21.61,$21.61,2024-12-27,1899-12-31,53,$43.22
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1/2"" DR X 23 MM DW",741-9323,1181583,133885,0,2,$13.35,$13.35,2024-12-27,1899-12-31,53,$26.70
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,EAGLE TAPTEK,"1-1/8X18""OAL SDS MASONARY DRILL DELTA",SDS4350-11250-18-D,1225374,2262252,0,2,$36.74,$36.74,2025-02-04,1899-12-31,14,$73.48
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC10,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  4-5/8"" OFFSET",744-2410,1181618,135419,0,2,$500.39,$500.39,2024-12-27,1899-12-31,53,"$1,000.78"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB3DR1,SHEINBERG TOOLS,Annular cutter 1-1/4 in 2 in DOC,RUKO108663,1124523,4170017,0,2,$76.00,$76.00,2024-11-03,1899-12-31,107,$152.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,LEJEUNE TOOL,"3/4"" Inner Socket",96N,1224964,51892,04953488041286,2,$115.31,$115.31,2025-02-04,1899-12-31,14,$230.63
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"3/4""  DIAMETER HORNET TCT CARBIDE CUTTER-1"" DEPTH, INC PILOT PIN",9-1-124C,1225382,641023,0,2,$36.18,$36.18,2025-02-04,1899-12-31,14,$72.36
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"15/16""  DIAMETER HORNET TCT CARBIDE CUTTER-1"" DEPTH, INC PILOT PIN",9-1-130C,1225383,641027,0,2,$37.80,$37.80,2025-02-04,1899-12-31,14,$75.60
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-1/16""  DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-234C,1225390,641044,0,2,$43.25,$43.25,2025-02-04,1899-12-31,14,$86.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,RIDGID,"Pipe Die, Alloy, 1/2"" - 3/4"" Npt RH",47745,1225133,46192,0,2,$100.01,$100.01,2025-02-04,1899-12-31,14,$200.02
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,LA40,BULK - RIGGING SLING POLYESTER,SLING POLYESTER ROUND 10' GREEN,747-0210,1070508,4163751,0,2,$26.26,$26.26,2024-12-31,2024-12-27,53,$52.52
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,NB40,"KENNEDY WIRE ROPE & SLING COMPANY, INC.","1/2"" X 4' TYPE 115-E-E WIRE ROPE SLING WITH 8"" EYE EACH END",600-01101-4FT,1123789,3878327,0,2,$14.77,$14.77,2024-12-27,1899-12-31,53,$29.54
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IE10,BULK - HAMMER WRENCH STRAIGHT,"HAMMER WRENCH  4-1/4"" STRAIGHT",744-1404,1061605,135322,0,2,$510.00,$510.00,2024-11-30,1899-12-31,80,"$1,020.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF10,BULK - SOCKET STANDARD NON-SPARKING,"IMPACT SOCKET 1"" DR X 2"" STD NON-SPARKING",742-5200,1181531,134146,0,2,$320.04,$320.04,2024-12-27,1899-12-31,53,$640.08
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-13/16"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-258C,1225371,641058,0,2,$70.00,$70.00,2025-02-04,1899-12-31,14,$140.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BB20,GENERAL WORK PRODUCTS,"12"" - Black Premium Nylon, 100 lb, UV resistant",NCT12100NY,832454,3681518,700829125136,2,$2.65,$2.65,2024-12-18,2024-12-27,53,$5.30
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JC10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1/2"" DR X 20 MM STD",740-9320,1069890,130145,0,2,$3.00,$3.00,2024-09-17,2024-12-27,53,$6.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IE10,BULK - HAMMER WRENCH STRAIGHT,"HAMMER WRENCH  1-11/16"" STRAIGHT",744-1111,906082,135281,0,2,$18.10,$18.10,2024-09-17,2024-08-30,172,$36.20
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET #5 DR X 3-1/2"" STD",740-8308,1181575,2035126,0,2,$182.81,$182.81,2024-12-27,1899-12-31,53,$365.62
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-1/4""  DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-240C,1225388,641047,0,2,$46.59,$46.59,2025-02-04,1899-12-31,14,$93.18
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB25,BULK - WRENCH COMBINATION NON-SPARKING,"COMBINATION WRENCH 9/16"" NON-SPARKING",744-6009,1138009,135720,0,2,$32.40,$32.40,2025-01-08,1899-12-31,41,$64.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JB25,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1-1/2"" DR X 4-1/4"" STD",740-6404,1061601,129946,0,2,$385.00,$385.00,2024-11-30,1899-12-31,80,$770.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,PROTO,"PROTO 1/2"" DRIVE OPEN-END CROWFOOT WRENCH 1-1/2""",J5348CF,1173016,43184,0,2,$37.06,$37.06,2025-01-03,1899-12-31,46,$74.12
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD25,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1-1/2"" DR X 2-3/4"" STD",740-6212,687075,129922,0,2,$0.00,$257.49,2024-04-15,2024-08-30,172,$514.98
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,RIDGID,"DIE, PIPE THREADING 2"" NPT",37415,924335,44077,0,2,$145.49,$69.67,2025-02-04,2024-08-30,172,$139.33
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,MILWAUKEE TOOL,M18™ Stick Light,2352-20,898128,3885363,45242341641,2,$43.88,$43.88,2025-01-28,2024-08-30,172,$87.76
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-11/16"" DIAMETER HORNET TCT CARBIDE CUTTER-2-3/8""  DEPTH, INC PILOT PIN",9-1-254C,1225372,641055,0,2,$56.53,$56.53,2025-02-04,1899-12-31,14,$113.06
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB7DR3,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1/2"" DR X 5/8"" DW",741-3010,1028726,133526,0,2,$5.28,$7.64,2024-11-14,2024-12-27,53,$15.27
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,BULK - PIPE THREADER DIE HEAD,PIPE THREADER DIE HEAD 711,746-6451,1224929,137799,0,2,$668.56,$668.56,2025-02-04,1899-12-31,14,"$1,337.12"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,BULK - TOOL SOLUTIONS,FISH TAPE 250'+,745-4046,1224935,2054223,0,2,$67.68,$67.68,2025-02-04,1899-12-31,14,$135.36
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CE25,LINDE GAS & EQUIPMENT INC.,Kobe Steel FRONTIARC-711 Wire 0.045 in - 44 lb,KOB711-04544S,1181556,2057325,0,2,$0.01,$0.01,2024-12-27,1899-12-31,53,$0.02
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,ENERPAC,5/16 RD PUNCH & DIE SET,SPD313,1225101,109824,0,2,$132.48,$132.48,2025-02-04,1899-12-31,14,$264.96
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,VICTOR,TIP CUTTING 1-1-101 VICTOR 0330-0005,VCT1-1-101,684587,641090,716352116718,2,$16.92,$13.91,2024-10-24,2024-08-30,172,$27.81
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,BULK - HAMMER WRENCH STRAIGHT,"HAMMER WRENCH  4-5/8"" STRAIGHT",744-1410,1061606,135328,0,2,$750.00,$750.00,2024-12-30,2024-12-27,53,"$1,500.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB3DR1,SHEINBERG TOOLS,Annular cutter 1-1/4x2,JANCY63134318042,1124522,4170016,0,2,$76.00,$76.00,2024-11-03,1899-12-31,107,$152.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"9/16"" DIAMETER HORNET TCT CARBIDE CUTTER-1"" DEPTH, INC PILOT PIN",9-1-118C,1224930,641020,0,2,$34.50,$34.50,2025-02-04,1899-12-31,14,$69.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC15,BULK - HAMMER WRENCH STRAIGHT,"HAMMER WRENCH  1"" STRAIGHT",744-1100,1028683,135270,0,2,$7.50,$7.50,2024-12-30,2024-12-27,53,$15.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1/2"" DR X 32 MM DW",741-9332,1181580,133894,0,2,$13.35,$13.35,2024-12-27,1899-12-31,53,$26.70
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CF10,HILTI,POINTED CHISEL TE-SX-SM 43,2341238,1181614,3695078,0,2,$82.35,$82.35,2024-12-27,1899-12-31,53,$164.70
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-3/8"" DIAMETER HORNET TCT CARBIDE CUTTER-1"" DEPTH, INC PILOT PIN",9-1-144C,1225389,641031,0,2,$41.15,$41.15,2025-02-04,1899-12-31,14,$82.30
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,CS UNITEC,"1-1/4"" DIAMETER HORNET TCT CARBIDE CUTTER-1"" DEPTH, INC PILOT PIN",9-1-140C,1225386,641030,0,2,$42.14,$42.14,2025-02-04,1899-12-31,14,$84.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,ABUS,EXTRA KEY,90018,1216386,2057305,0,2,$1.75,$1.75,2025-01-28,1899-12-31,21,$3.50
